id,rc_key,date,shift,sampleno,part,model,ref,id_ukur,parameter,deviation,category,description,corrective_action,status,inputted_by,inputted_role,pic,inputted_at,updated_at
f77d5545,06 Apr 2026|1|3|CRCS L|K1AL L1|B018|Position To f & g,06 Apr 2026,1,3,CRCS L,K1AL L1,B018,N0525,Position To f & g,0.329,Material,Material dari batch berbeda dengan properties berbeda,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,produksi_b,Produksi,Wahyu,2026-04-06 12:09:44,2026-04-06 12:47:44
ac11beaf,06 Apr 2026|1|4|CRCS L|K1AL L1|A020|Posisi Y,06 Apr 2026,1,4,CRCS L,K1AL L1,A020,N0154,Posisi Y,-0.214,Tooling,Insert patah tidak terdeteksi sebelum produksi,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,produksi_c,Produksi,,2026-04-06 13:20:44,2026-04-06 15:04:44
88201a45,06 Apr 2026|1|4|CRCS L|K1AL L1|B059|Posisi Y,06 Apr 2026,1,4,CRCS L,K1AL L1,B059,N0272,Posisi Y,-0.307,Operator,Salah membaca program CMM yang aktif,"Part di-rework, re-measurement setelah proses",Open,operator_3,Produksi,Budi,2026-04-06 14:51:44,2026-04-06 17:20:44
9f22e6a6,06 Apr 2026|1|4|CRCS L|K1AL L1|-|-,06 Apr 2026,1,4,CRCS L,K1AL L1,-,N0351,-,0.248,Lainnya,Faktor eksternal — sedang diinvestigasi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,produksi_c,Produksi,Wahyu,2026-04-06 11:35:44,2026-04-06 13:05:44
16eb422c,06 Apr 2026|1|4|CRCS L|K1AL L1|-|-,06 Apr 2026,1,4,CRCS L,K1AL L1,-,N0377,-,0.146,Lainnya,Faktor eksternal — sedang diinvestigasi,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,operator_2,Produksi,Hendra,2026-04-06 14:45:44,2026-04-06 17:04:44
feee48f7,06 Apr 2026|1|4|CRCS L|K1AL L1|-|-,06 Apr 2026,1,4,CRCS L,K1AL L1,-,N0399,-,-0.091,Operator,Salah membaca program CMM yang aktif,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_c,Produksi,Wahyu,2026-04-06 11:41:44,2026-04-06 13:20:44
b1e6b3d6,06 Apr 2026|1|4|CRCS L|K1AL L1|-|-,06 Apr 2026,1,4,CRCS L,K1AL L1,-,N0452,-,-0.5,Tooling,Holder tool longgar saat proses machining,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,produksi_a,Produksi,Wahyu,2026-04-06 14:13:44,2026-04-06 16:29:44
2fbed7da,06 Apr 2026|1|4|CRCS L|K1AL L1|A006|Concentricity to m,06 Apr 2026,1,4,CRCS L,K1AL L1,A006,N0488,Concentricity to m,0.037,Program CMM,Probe approach speed terlalu cepat,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,produksi_b,Produksi,,2026-04-06 14:18:44,2026-04-06 16:07:44
ffa4d766,06 Apr 2026|1|4|CRCS L|K1AL L1|-|-,06 Apr 2026,1,4,CRCS L,K1AL L1,-,N0510,-,0.253,Setup / Fixture,Datum reference tidak sesuai drawing,Laporan diteruskan ke supervisor untuk tindak lanjut,Open,produksi_c,Produksi,Rini,2026-04-06 12:28:44,2026-04-06 14:24:44
b6eb4111,06 Apr 2026|1|4|CRCS L|K1AL L1|-|-,06 Apr 2026,1,4,CRCS L,K1AL L1,-,N0520,-,0.364,Lainnya,Kemungkinan kombinasi beberapa faktor,,Resolved,produksi_a,Produksi,,2026-04-06 13:21:44,2026-04-06 14:25:44
979c7839,06 Apr 2026|1|4|CRCS L|K1AL L1|B018|Position To f & g,06 Apr 2026,1,4,CRCS L,K1AL L1,B018,N0525,Position To f & g,0.326,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,produksi_a,Produksi,Budi,2026-04-06 12:31:44,2026-04-06 15:17:44
d7248998,06 Apr 2026|1|5|CRCS L|K1AL L1|B078|Posisi X,06 Apr 2026,1,5,CRCS L,K1AL L1,B078,N0123,Posisi X,0.224,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,"Tool diganti, measurement diulang dan hasilnya OK",Open,produksi_b,Produksi,Hendra,2026-04-06 11:39:44,2026-04-06 14:18:44
c7bef9e2,06 Apr 2026|1|5|CRCS L|K1AL L1|B054|Posisi X,06 Apr 2026,1,5,CRCS L,K1AL L1,B054,N0313,Posisi X,-0.276,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_3,Produksi,Dani,2026-04-06 12:29:44,2026-04-06 14:28:44
73c00659,06 Apr 2026|1|5|CRCS L|K1AL L1|-|-,06 Apr 2026,1,5,CRCS L,K1AL L1,-,N0351,-,0.262,Lainnya,Penyebab masih dalam investigasi lebih lanjut,,Investigated,produksi_c,Produksi,Andi,2026-04-06 15:03:44,2026-04-06 15:44:44
476d182f,06 Apr 2026|1|5|CRCS L|K1AL L1|B081|Posisi X From B080,06 Apr 2026,1,5,CRCS L,K1AL L1,B081,N0372,Posisi X From B080,0.242,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,Fixture di-check dan di-realign ke posisi nominal,Open,operator_1,Produksi,Hendra,2026-04-06 14:27:44,2026-04-06 16:03:44
82aafdee,06 Apr 2026|1|5|CRCS L|K1AL L1|-|-,06 Apr 2026,1,5,CRCS L,K1AL L1,-,N0377,-,0.113,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,produksi_c,Produksi,Andi,2026-04-06 12:00:44,2026-04-06 14:58:44
feabda98,06 Apr 2026|1|5|CRCS L|K1AL L1|-|-,06 Apr 2026,1,5,CRCS L,K1AL L1,-,N0399,-,-0.074,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,operator_3,Produksi,Rini,2026-04-06 13:50:44,2026-04-06 15:39:44
b0d5add0,06 Apr 2026|1|5|CRCS L|K1AL L1|-|-,06 Apr 2026,1,5,CRCS L,K1AL L1,-,N0425,-,0.058,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_a,Produksi,Wahyu,2026-04-06 13:21:44,2026-04-06 15:26:44
053844bf,06 Apr 2026|1|5|CRCS L|K1AL L1|-|-,06 Apr 2026,1,5,CRCS L,K1AL L1,-,N0429,-,0.056,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Preventive maintenance dijadwalkan,Investigated,produksi_b,Produksi,Dani,2026-04-06 12:13:44,2026-04-06 14:04:44
30e4d6d3,06 Apr 2026|1|5|CRCS L|K1AL L1|-|-,06 Apr 2026,1,5,CRCS L,K1AL L1,-,N0449,-,0.041,Program CMM,Program belum di-update setelah ECR terakhir,,Resolved,operator_1,Produksi,Dani,2026-04-06 13:37:44,2026-04-06 15:36:44
6ffc6823,06 Apr 2026|1|5|CRCS L|K1AL L1|-|-,06 Apr 2026,1,5,CRCS L,K1AL L1,-,N0452,-,-0.5,Material,Material incoming di luar spec dimensi,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,operator_1,Produksi,Wahyu,2026-04-06 13:29:44,2026-04-06 14:31:44
2329a88c,06 Apr 2026|1|5|CRCS L|K1AL L1|B018|Distance From B027,06 Apr 2026,1,5,CRCS L,K1AL L1,B018,N0476,Distance From B027,-0.154,Material,Dimensi raw material melebihi toleransi,Koordinasi dengan engineering untuk review toleransi di drawing,Open,produksi_c,Produksi,Dani,2026-04-06 13:38:44,2026-04-06 14:32:44
8014fe20,06 Apr 2026|1|5|CRCS L|K1AL L1|B017|Distance From B027,06 Apr 2026,1,5,CRCS L,K1AL L1,B017,N0478,Distance From B027,0.186,Material,Material dari batch berbeda dengan properties berbeda,Preventive maintenance dijadwalkan,Investigated,produksi_a,Produksi,Hendra,2026-04-06 12:44:44,2026-04-06 15:06:44
025b727d,06 Apr 2026|1|5|CRCS L|K1AL L1|A006|Concentricity to m,06 Apr 2026,1,5,CRCS L,K1AL L1,A006,N0488,Concentricity to m,0.036,Mesin / Machine,Backlash axis melebihi batas toleransi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,operator_3,Produksi,,2026-04-06 13:56:44,2026-04-06 14:57:44
fb5061f2,06 Apr 2026|1|5|CRCS L|K1AL L1|-|-,06 Apr 2026,1,5,CRCS L,K1AL L1,-,N0520,-,0.45,Tooling,Holder tool longgar saat proses machining,,Resolved,produksi_c,Produksi,Hendra,2026-04-06 11:38:44,2026-04-06 12:01:44
207a4dd2,06 Apr 2026|1|5|CRCS L|K1AL L1|B018|Position To f & g,06 Apr 2026,1,5,CRCS L,K1AL L1,B018,N0525,Position To f & g,0.482,Operator,Operator baru belum familiar dengan prosedur,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,operator_1,Produksi,Rini,2026-04-06 14:02:44,2026-04-06 15:36:44
814b165c,06 Apr 2026|1|6|CRCS L|K1AL L1|A041|Posisi X,06 Apr 2026,1,6,CRCS L,K1AL L1,A041,N0084,Posisi X,-0.207,Operator,Tidak melakukan verifikasi awal sebelum produksi,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,operator_1,Produksi,Dani,2026-04-06 13:04:44,2026-04-06 16:03:44
eee1e3c6,06 Apr 2026|1|6|CRCS L|K1AL L1|A041|Posisi Y,06 Apr 2026,1,6,CRCS L,K1AL L1,A041,N0084,Posisi Y,0.259,Material,Material incoming di luar spec dimensi,Preventive maintenance dijadwalkan,Investigated,produksi_a,Produksi,Sari,2026-04-06 12:23:44,2026-04-06 13:43:44
b4da163d,06 Apr 2026|1|6|CRCS L|K1AL L1|A042|Posisi X,06 Apr 2026,1,6,CRCS L,K1AL L1,A042,N0088,Posisi X,-0.249,Setup / Fixture,Datum reference tidak sesuai drawing,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_2,Produksi,Dani,2026-04-06 14:39:44,2026-04-06 17:09:44
7220c490,06 Apr 2026|1|6|CRCS L|K1AL L1|A042|Posisi Y,06 Apr 2026,1,6,CRCS L,K1AL L1,A042,N0088,Posisi Y,0.262,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,produksi_c,Produksi,Budi,2026-04-06 13:06:44,2026-04-06 13:51:44
14d0123b,06 Apr 2026|1|6|CRCS L|K1AL L1|A046|Posisi X,06 Apr 2026,1,6,CRCS L,K1AL L1,A046,N0104,Posisi X,0.204,Tooling,Coolant tersumbat menyebabkan panas berlebih,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_c,Produksi,Sari,2026-04-06 11:47:44,2026-04-06 14:08:44
b2cec658,06 Apr 2026|1|6|CRCS L|K1AL L1|A047|Posisi X,06 Apr 2026,1,6,CRCS L,K1AL L1,A047,N0108,Posisi X,-0.225,Tooling,Holder tool longgar saat proses machining,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,produksi_c,Produksi,,2026-04-06 11:37:44,2026-04-06 14:03:44
57ef2798,06 Apr 2026|1|6|CRCS L|K1AL L1|B075|Posisi Y,06 Apr 2026,1,6,CRCS L,K1AL L1,B075,N0213,Posisi Y,-0.26,Operator,Part terbalik saat mounting ke fixture,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_a,Produksi,Andi,2026-04-06 12:38:44,2026-04-06 14:40:44
fa903bde,06 Apr 2026|1|6|CRCS L|K1AL L1|B054|Posisi Y,06 Apr 2026,1,6,CRCS L,K1AL L1,B054,N0313,Posisi Y,-0.253,Operator,Tidak melakukan verifikasi awal sebelum produksi,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_b,Produksi,Sari,2026-04-06 14:29:44,2026-04-06 14:42:44
6bbc5e6a,06 Apr 2026|1|6|CRCS L|K1AL L1|B052|Posisi Y,06 Apr 2026,1,6,CRCS L,K1AL L1,B052,N0321,Posisi Y,-0.279,Lainnya,Kemungkinan kombinasi beberapa faktor,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_2,Produksi,Wahyu,2026-04-06 12:37:44,2026-04-06 13:07:44
9af69854,06 Apr 2026|1|6|CRCS L|K1AL L1|B081|Posisi X From B080,06 Apr 2026,1,6,CRCS L,K1AL L1,B081,N0372,Posisi X From B080,0.11,Program CMM,Program belum di-update setelah ECR terakhir,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,operator_1,Produksi,,2026-04-06 14:52:44,2026-04-06 17:05:44
5d6b32b9,06 Apr 2026|1|6|CRCS L|K1AL L1|-|-,06 Apr 2026,1,6,CRCS L,K1AL L1,-,N0399,-,-0.062,Operator,Tidak melakukan verifikasi awal sebelum produksi,"Part di-rework, re-measurement setelah proses",Investigated,operator_2,Produksi,Budi,2026-04-06 12:52:44,2026-04-06 15:17:44
059332cf,06 Apr 2026|1|6|CRCS L|K1AL L1|-|-,06 Apr 2026,1,6,CRCS L,K1AL L1,-,N0429,-,0.061,Program CMM,Probe approach speed terlalu cepat,,Resolved,produksi_b,Produksi,Dani,2026-04-06 12:27:44,2026-04-06 15:07:44
256331bf,06 Apr 2026|1|6|CRCS L|K1AL L1|A160|Posisi X,06 Apr 2026,1,6,CRCS L,K1AL L1,A160,N0434,Posisi X,0.205,Tooling,Insert patah tidak terdeteksi sebelum produksi,Koordinasi dengan engineering untuk review toleransi di drawing,Open,produksi_b,Produksi,Budi,2026-04-06 13:55:44,2026-04-06 14:14:44
77b7ad1b,06 Apr 2026|1|6|CRCS L|K1AL L1|A160|Posisi Y,06 Apr 2026,1,6,CRCS L,K1AL L1,A160,N0434,Posisi Y,0.297,Operator,Tidak melakukan verifikasi awal sebelum produksi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_b,Produksi,Dani,2026-04-06 12:48:44,2026-04-06 12:56:44
9e38a7a8,06 Apr 2026|1|6|CRCS L|K1AL L1|A155|Posisi X,06 Apr 2026,1,6,CRCS L,K1AL L1,A155,N0438,Posisi X,-0.208,Tooling,Holder tool longgar saat proses machining,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,produksi_c,Produksi,Hendra,2026-04-06 14:29:44,2026-04-06 15:28:44
67d7ba9a,06 Apr 2026|1|6|CRCS L|K1AL L1|A156|Posisi X,06 Apr 2026,1,6,CRCS L,K1AL L1,A156,N0442,Posisi X,0.241,Operator,Part terbalik saat mounting ke fixture,Material dikembalikan ke gudang untuk inspeksi ulang,Open,produksi_b,Produksi,Andi,2026-04-06 12:12:44,2026-04-06 13:20:44
7d05ffd9,06 Apr 2026|1|6|CRCS L|K1AL L1|A154|Posisi X,06 Apr 2026,1,6,CRCS L,K1AL L1,A154,N0446,Posisi X,0.275,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,Fixture di-check dan di-realign ke posisi nominal,Investigated,produksi_c,Produksi,,2026-04-06 14:45:44,2026-04-06 17:10:44
9494daeb,06 Apr 2026|1|6|CRCS L|K1AL L1|-|-,06 Apr 2026,1,6,CRCS L,K1AL L1,-,N0452,-,0.226,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,Preventive maintenance dijadwalkan,Investigated,operator_2,Produksi,,2026-04-06 13:17:44,2026-04-06 14:26:44
0571c73b,06 Apr 2026|1|6|CRCS L|K1AL L1|-|-,06 Apr 2026,1,6,CRCS L,K1AL L1,-,N0452,-,-0.5,Operator,Setup belum sesuai SOP yang berlaku,"Part di-rework, re-measurement setelah proses",Open,operator_2,Produksi,Dani,2026-04-06 14:42:44,2026-04-06 16:04:44
05d7a396,06 Apr 2026|1|6|CRCS L|K1AL L1|-|-,06 Apr 2026,1,6,CRCS L,K1AL L1,-,N0491,-,0.226,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,,Open,produksi_a,Produksi,Dani,2026-04-06 14:01:44,2026-04-06 16:31:44
7be8cb73,06 Apr 2026|1|6|CRCS L|K1AL L1|A030|Posisi Y Drill 6.5,06 Apr 2026,1,6,CRCS L,K1AL L1,A030,N0529,Posisi Y Drill 6.5,0.226,Program CMM,Reference point tidak ter-update setelah perubahan fixture,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Open,operator_1,Produksi,Dani,2026-04-06 13:46:44,2026-04-06 16:32:44
452e749a,06 Apr 2026|1|6|CRCS L|K1AL L1|A002|Posisi Y From A001 ( Drill 6 ),06 Apr 2026,1,6,CRCS L,K1AL L1,A002,N0531,Posisi Y From A001 ( Drill 6 ),0.212,Setup / Fixture,Datum reference tidak sesuai drawing,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,produksi_a,Produksi,,2026-04-06 15:02:44,2026-04-06 17:07:44
28f8ee0d,06 Apr 2026|2|7|CRCS L|K1AL L1|A041|Posisi X,06 Apr 2026,2,7,CRCS L,K1AL L1,A041,N0084,Posisi X,-0.298,Material,Dimensi raw material melebihi toleransi,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_c,Produksi,Wahyu,2026-04-06 20:43:16,2026-04-06 21:24:16
f9563ba3,06 Apr 2026|2|7|CRCS L|K1AL L1|A042|Posisi X,06 Apr 2026,2,7,CRCS L,K1AL L1,A042,N0088,Posisi X,-0.337,Tooling,Holder tool longgar saat proses machining,,Investigated,produksi_a,Produksi,,2026-04-06 23:31:16,2026-04-07 01:51:16
cf012c6f,06 Apr 2026|2|7|CRCS L|K1AL L1|B073|Posisi Y,06 Apr 2026,2,7,CRCS L,K1AL L1,B073,N0201,Posisi Y,-0.262,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_2,Produksi,Budi,2026-04-06 23:34:16,2026-04-07 01:17:16
e81c43ee,06 Apr 2026|2|7|CRCS L|K1AL L1|B059|Posisi Y,06 Apr 2026,2,7,CRCS L,K1AL L1,B059,N0272,Posisi Y,-0.206,Tooling,Holder tool longgar saat proses machining,"Part di-rework, re-measurement setelah proses",Resolved,operator_2,Produksi,Rini,2026-04-06 20:30:16,2026-04-06 21:18:16
af0eb3bb,06 Apr 2026|2|7|CRCS L|K1AL L1|B054|Posisi Y,06 Apr 2026,2,7,CRCS L,K1AL L1,B054,N0313,Posisi Y,-0.22,Program CMM,Path program menyebabkan probe collision minor,,Resolved,produksi_c,Produksi,Sari,2026-04-06 20:30:16,2026-04-06 21:22:16
0b3f070b,06 Apr 2026|2|7|CRCS L|K1AL L1|B052|Posisi Y,06 Apr 2026,2,7,CRCS L,K1AL L1,B052,N0321,Posisi Y,-0.225,Material,Surface finish tidak memenuhi syarat pengukuran CMM,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_2,Produksi,Hendra,2026-04-06 20:24:16,2026-04-06 23:05:16
bf79203c,06 Apr 2026|2|7|CRCS L|K1AL L1|-|-,06 Apr 2026,2,7,CRCS L,K1AL L1,-,N0377,-,0.12,Tooling,Tool life habis namun belum diganti,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_a,Produksi,Hendra,2026-04-06 22:38:16,2026-04-07 00:22:16
5cdde01b,06 Apr 2026|2|7|CRCS L|K1AL L1|-|-,06 Apr 2026,2,7,CRCS L,K1AL L1,-,N0452,-,-0.5,Lainnya,Faktor eksternal — sedang diinvestigasi,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,operator_1,Produksi,Dani,2026-04-06 23:02:16,2026-04-06 23:41:16
47125088,06 Apr 2026|2|7|CRCS L|K1AL L1|A006|Concentricity to m,06 Apr 2026,2,7,CRCS L,K1AL L1,A006,N0488,Concentricity to m,0.032,Program CMM,Path program menyebabkan probe collision minor,,Resolved,produksi_b,Produksi,,2026-04-06 22:20:16,2026-04-07 00:20:16
a0fb47a0,06 Apr 2026|2|7|CRCS L|K1AL L1|-|-,06 Apr 2026,2,7,CRCS L,K1AL L1,-,N0491,-,-0.248,Program CMM,Reference point tidak ter-update setelah perubahan fixture,Fixture di-check dan di-realign ke posisi nominal,Open,produksi_a,Produksi,Dani,2026-04-06 22:27:16,2026-04-06 23:01:16
c1562e3f,06 Apr 2026|2|7|CRCS L|K1AL L1|-|-,06 Apr 2026,2,7,CRCS L,K1AL L1,-,N0520,-,33.0,Lainnya,Faktor eksternal — sedang diinvestigasi,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,produksi_c,Produksi,Budi,2026-04-06 23:38:16,2026-04-07 01:47:16
740b6135,06 Apr 2026|2|7|CRCS L|K1AL L1|A030|Posisi X Drill 6.5,06 Apr 2026,2,7,CRCS L,K1AL L1,A030,N0529,Posisi X Drill 6.5,-0.248,Material,Material dari batch berbeda dengan properties berbeda,Fixture di-check dan di-realign ke posisi nominal,Resolved,produksi_b,Produksi,,2026-04-06 23:05:16,2026-04-07 01:10:16
295cbee7,06 Apr 2026|2|7|CRCS L|K1AL L1|A002|Posisi X From A001 ( Drill 6 ),06 Apr 2026,2,7,CRCS L,K1AL L1,A002,N0531,Posisi X From A001 ( Drill 6 ),-0.209,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,operator_1,Produksi,,2026-04-06 23:32:16,2026-04-07 01:51:16
43354a99,06 Apr 2026|2|8|CRCS L|K1AL L1|A042|Posisi X,06 Apr 2026,2,8,CRCS L,K1AL L1,A042,N0088,Posisi X,-0.275,Material,Burr pada permukaan part mempengaruhi pengukuran,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_1,Produksi,Budi,2026-04-06 21:55:16,2026-04-06 22:54:16
e7242625,06 Apr 2026|2|8|CRCS L|K1AL L1|A000-2|Flatness Surface (a),06 Apr 2026,2,8,CRCS L,K1AL L1,A000-2,N0137,Flatness Surface (a),0.081,Material,Surface finish tidak memenuhi syarat pengukuran CMM,"Part di-rework, re-measurement setelah proses",Resolved,produksi_b,Produksi,,2026-04-06 23:06:16,2026-04-07 01:52:16
c3fef6a3,06 Apr 2026|2|8|CRCS L|K1AL L1|B011|Posisi X Reamer 8H8,06 Apr 2026,2,8,CRCS L,K1AL L1,B011,N0252,Posisi X Reamer 8H8,-0.075,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Laporan diteruskan ke supervisor untuk tindak lanjut,Open,produksi_a,Produksi,,2026-04-06 20:42:16,2026-04-06 22:34:16
440e6aaa,06 Apr 2026|2|8|CRCS L|K1AL L1|-|-,06 Apr 2026,2,8,CRCS L,K1AL L1,-,N0259,-,-0.065,Mesin / Machine,Backlash axis melebihi batas toleransi,,Resolved,produksi_a,Produksi,,2026-04-06 23:04:16,2026-04-06 23:43:16
5289b3a8,06 Apr 2026|2|8|CRCS L|K1AL L1|B059|Posisi Y,06 Apr 2026,2,8,CRCS L,K1AL L1,B059,N0272,Posisi Y,-0.221,Lainnya,Kemungkinan kombinasi beberapa faktor,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_3,Produksi,Andi,2026-04-06 23:14:16,2026-04-07 00:55:16
e0d71d3d,06 Apr 2026|2|8|CRCS L|K1AL L1|-|-,06 Apr 2026,2,8,CRCS L,K1AL L1,-,N0284,-,0.109,Lainnya,Faktor eksternal — sedang diinvestigasi,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_2,Produksi,Budi,2026-04-06 22:57:16,2026-04-07 01:01:16
b4509b80,06 Apr 2026|2|8|CRCS L|K1AL L1|A151|Posisi X Reamer 8H8,06 Apr 2026,2,8,CRCS L,K1AL L1,A151,N0409,Posisi X Reamer 8H8,0.054,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,"Tool diganti, measurement diulang dan hasilnya OK",Open,operator_1,Produksi,Andi,2026-04-06 23:28:16,2026-04-06 23:51:16
cad2a1cc,06 Apr 2026|2|8|CRCS L|K1AL L1|A152|Posisi Y Reamer 8H8,06 Apr 2026,2,8,CRCS L,K1AL L1,A152,N0429,Posisi Y Reamer 8H8,-0.061,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_c,Produksi,Budi,2026-04-06 20:59:16,2026-04-06 23:56:16
5fbc521b,06 Apr 2026|2|8|CRCS L|K1AL L1|A153|Posisi Y,06 Apr 2026,2,8,CRCS L,K1AL L1,A153,N0430,Posisi Y,0.218,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_1,Produksi,Sari,2026-04-06 21:48:16,2026-04-06 23:23:16
bc589887,06 Apr 2026|2|8|CRCS L|K1AL L1|A160|Posisi Y,06 Apr 2026,2,8,CRCS L,K1AL L1,A160,N0434,Posisi Y,0.37,Setup / Fixture,Fixture bergeser setelah pergantian shift,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_b,Produksi,Sari,2026-04-06 23:39:16,2026-04-07 00:25:16
8924670c,06 Apr 2026|2|8|CRCS L|K1AL L1|A155|Posisi Y,06 Apr 2026,2,8,CRCS L,K1AL L1,A155,N0438,Posisi Y,0.283,Mesin / Machine,Backlash axis melebihi batas toleransi,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_1,Produksi,Sari,2026-04-06 23:11:16,2026-04-07 00:12:16
3f104ab8,06 Apr 2026|2|8|CRCS L|K1AL L1|A156|Posisi Y,06 Apr 2026,2,8,CRCS L,K1AL L1,A156,N0442,Posisi Y,0.238,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_a,Produksi,,2026-04-06 21:22:16,2026-04-07 00:12:16
898945da,06 Apr 2026|2|8|CRCS L|K1AL L1|A154|Posisi Y,06 Apr 2026,2,8,CRCS L,K1AL L1,A154,N0446,Posisi Y,0.366,Material,Burr pada permukaan part mempengaruhi pengukuran,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,operator_2,Produksi,Dani,2026-04-06 22:10:16,2026-04-06 23:38:16
01eda9a7,06 Apr 2026|2|8|CRCS L|K1AL L1|-|-,06 Apr 2026,2,8,CRCS L,K1AL L1,-,N0449,-,0.04,Tooling,Coolant tersumbat menyebabkan panas berlebih,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,operator_1,Produksi,,2026-04-06 21:34:16,2026-04-06 22:24:16
2267509c,06 Apr 2026|2|8|CRCS L|K1AL L1|-|-,06 Apr 2026,2,8,CRCS L,K1AL L1,-,N0452,-,-0.5,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_3,Produksi,Dani,2026-04-06 22:44:16,2026-04-06 23:59:16
1ceee6e3,06 Apr 2026|2|8|CRCS L|K1AL L1|B018|Distance From B027,06 Apr 2026,2,8,CRCS L,K1AL L1,B018,N0476,Distance From B027,-0.131,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,"Part di-rework, re-measurement setelah proses",Resolved,operator_2,Produksi,Budi,2026-04-06 21:27:16,2026-04-06 21:29:16
524aeb6e,06 Apr 2026|2|8|CRCS L|K1AL L1|A006|Concentricity to m,06 Apr 2026,2,8,CRCS L,K1AL L1,A006,N0488,Concentricity to m,0.063,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,,Resolved,operator_2,Produksi,Rini,2026-04-06 23:41:16,2026-04-07 00:39:16
